,client_id,age,total
8052,c_4971,23,1
8053,c_4972,50,39
8054,c_4972,51,14
8055,c_4973,38,130
8056,c_4973,39,14
8057,c_4974,49,47
8058,c_4974,50,10
8059,c_4975,39,34
8060,c_4975,40,6
8061,c_4976,64,2
8062,c_4977,40,15
8063,c_4977,41,10
8064,c_4978,35,42
8065,c_4978,36,2
8066,c_4979,23,12
8067,c_498,64,12
8068,c_498,65,8
8069,c_4980,85,12
8070,c_4980,86,8
8071,c_4981,28,15
8072,c_4981,29,4
8073,c_4982,63,26
8074,c_4982,64,3
8075,c_4983,23,10
8076,c_4983,24,2
8077,c_4984,18,3
8078,c_4985,71,23
8079,c_4985,72,6
8080,c_4986,35,39
8081,c_4986,36,11
8082,c_4987,62,33
8083,c_4987,63,13
8084,c_4988,37,20
8085,c_4989,37,33
8086,c_499,61,25
8087,c_4990,45,60
8088,c_4990,46,16
8089,c_4991,64,42
8090,c_4991,65,4
8091,c_4992,44,30
8092,c_4992,45,1
8093,c_4993,64,41
8094,c_4993,65,7
8095,c_4994,18,18
8096,c_4994,19,2
8097,c_4995,57,23
8098,c_4995,58,8
8099,c_4996,43,33
8100,c_4997,42,26
8101,c_4998,21,2
8102,c_4998,22,2
8103,c_4999,49,13
8104,c_4999,50,3
8105,c_5,27,34
8106,c_5,28,11
8107,c_50,27,22
8108,c_50,28,12
8109,c_500,54,22
8110,c_500,55,3
8111,c_5000,19,12
8112,c_5000,20,4
8113,c_5001,64,8
8114,c_5001,65,3
8115,c_5002,65,9
8116,c_5002,66,3
8117,c_5003,56,5
8118,c_5004,67,42
8119,c_5004,68,20
8120,c_5005,29,3
8121,c_5006,47,18
8122,c_5006,48,9
8123,c_5007,20,28
8124,c_5007,21,3
8125,c_5008,34,32
8126,c_5008,35,6
8127,c_5009,66,6
8128,c_5009,67,5
8129,c_501,49,21
8130,c_501,50,8
8131,c_5010,17,5
8132,c_5011,46,107
8133,c_5011,47,24
8134,c_5012,61,14
8135,c_5012,62,5
8136,c_5013,68,14
8137,c_5014,24,7
8138,c_5014,25,3
8139,c_5015,45,103
8140,c_5015,46,9
8141,c_5016,17,9
8142,c_5017,40,40
8143,c_5017,41,5
8144,c_5018,23,17
8145,c_5019,44,31
8146,c_5019,45,16
8147,c_502,34,29
8148,c_502,35,11
8149,c_5020,57,6
8150,c_5020,58,2
8151,c_5021,21,14
8152,c_5021,22,4
8153,c_5022,41,57
8154,c_5022,42,9
8155,c_5023,21,22
8156,c_5023,22,10
8157,c_5024,18,1
8158,c_5024,19,2
8159,c_5025,69,19
8160,c_5025,70,9
8161,c_5026,42,38
8162,c_5026,43,12
8163,c_5027,56,39
8164,c_5027,57,3
8165,c_5028,56,16
8166,c_5028,57,2
8167,c_5029,24,1
8168,c_5029,25,3
8169,c_503,31,53
8170,c_503,32,31
8171,c_5030,48,97
8172,c_5030,49,18
8173,c_5031,32,64
8174,c_5031,33,12
8175,c_5032,44,25
8176,c_5032,45,4
8177,c_5033,51,42
8178,c_5033,52,8
8179,c_5034,18,10
8180,c_5035,63,8
8181,c_5036,79,51
8182,c_5036,80,7
8183,c_5037,47,89
8184,c_5037,48,17
8185,c_5038,55,19
8186,c_5038,56,7
8187,c_5039,17,32
8188,c_5039,18,15
8189,c_504,57,58
8190,c_504,58,12
8191,c_5040,30,16
8192,c_5040,31,11
8193,c_5041,79,26
8194,c_5041,80,1
8195,c_5042,26,25
8196,c_5042,27,3
8197,c_5043,50,62
8198,c_5043,51,12
8199,c_5044,44,26
8200,c_5044,45,3
8201,c_5045,72,6
8202,c_5045,73,3
8203,c_5046,48,43
8204,c_5046,49,9
8205,c_5047,52,9
8206,c_5048,66,9
8207,c_5048,67,1
8208,c_5049,42,12
8209,c_505,62,20
8210,c_505,63,2
8211,c_5050,32,32
8212,c_5051,49,31
8213,c_5052,40,70
8214,c_5052,41,13
8215,c_5053,17,9
8216,c_5054,26,12
8217,c_5054,27,7
8218,c_5055,51,2
8219,c_5055,52,4
8220,c_5056,30,68
8221,c_5056,31,10
8222,c_5057,50,17
8223,c_5057,51,1
8224,c_5058,37,46
8225,c_5058,38,18
8226,c_5059,17,5
8227,c_5059,18,2
8228,c_506,84,8
8229,c_506,85,7
8230,c_5060,25,5
8231,c_5061,22,5
8232,c_5061,23,2
8233,c_5062,33,126
8234,c_5062,34,30
8235,c_5063,53,28
8236,c_5063,54,8
8237,c_5064,77,22
8238,c_5064,78,6
8239,c_5065,42,93
8240,c_5065,43,16
8241,c_5066,31,51
8242,c_5066,32,23
8243,c_5067,49,42
8244,c_5067,50,5
8245,c_5068,17,8
8246,c_5068,18,2
8247,c_5069,29,8
8248,c_5069,30,4
8249,c_507,28,19
8250,c_507,29,1
8251,c_5070,49,39
8252,c_5070,50,13
8253,c_5071,48,63
8254,c_5071,49,15
8255,c_5072,26,3
8256,c_5073,52,29
8257,c_5073,53,9
8258,c_5074,44,48
8259,c_5074,45,4
8260,c_5075,81,7
8261,c_5076,61,48
8262,c_5076,62,20
8263,c_5077,33,99
8264,c_5077,34,19
8265,c_5078,45,9
8266,c_5078,46,5
8267,c_5079,53,14
8268,c_508,71,16
8269,c_5080,27,2
8270,c_5081,50,13
8271,c_5081,51,7
8272,c_5082,20,10
8273,c_5083,66,6
8274,c_5084,17,9
8275,c_5084,18,1
8276,c_5085,21,10
8277,c_5085,22,3
8278,c_5086,34,79
8279,c_5086,35,25
8280,c_5087,52,63
8281,c_5087,53,15
8282,c_5088,51,45
8283,c_5088,52,20
8284,c_5089,81,26
8285,c_5089,82,2
8286,c_509,65,17
8287,c_509,66,4
8288,c_5090,23,3
8289,c_5090,24,1
8290,c_5091,26,19
8291,c_5091,27,7
8292,c_5092,40,78
8293,c_5092,41,24
8294,c_5093,45,53
8295,c_5093,46,24
8296,c_5094,24,22
8297,c_5094,25,2
8298,c_5095,42,82
8299,c_5095,43,5
8300,c_5096,31,84
8301,c_5096,32,24
8302,c_5097,19,17
8303,c_5097,20,2
8304,c_5098,56,32
8305,c_5098,57,10
8306,c_5099,82,54
8307,c_5099,83,3
8308,c_51,46,31
8309,c_51,47,10
8310,c_510,55,24
8311,c_510,56,5
8312,c_5100,50,13
8313,c_5100,51,8
8314,c_5101,41,40
8315,c_5101,42,18
8316,c_5102,50,6
8317,c_5103,43,61
8318,c_5103,44,7
8319,c_5104,41,151
8320,c_5104,42,19
8321,c_5105,64,24
8322,c_5105,65,5
8323,c_5106,55,39
8324,c_5106,56,13
8325,c_5107,38,26
8326,c_5107,39,13
8327,c_5108,43,30
8328,c_5108,44,12
8329,c_5109,22,15
8330,c_5109,23,5
8331,c_511,17,12
8332,c_5110,39,32
8333,c_5110,40,2
8334,c_5111,17,11
8335,c_5111,18,8
8336,c_5112,22,12
8337,c_5113,70,51
8338,c_5113,71,12
8339,c_5114,26,19
8340,c_5114,27,2
8341,c_5115,52,18
8342,c_5116,59,14
8343,c_5117,63,41
8344,c_5117,64,6
8345,c_5118,27,20
8346,c_5118,28,4
8347,c_5119,47,17
8348,c_5119,48,3
8349,c_512,56,6
8350,c_512,57,1
8351,c_5120,46,72
8352,c_5120,47,31
8353,c_5121,31,34
8354,c_5121,32,6
8355,c_5122,20,7
8356,c_5123,25,29
8357,c_5123,26,2
8358,c_5124,70,40
8359,c_5124,71,8
8360,c_5125,65,32
8361,c_5125,66,12
8362,c_5126,29,10
8363,c_5127,23,8
8364,c_5128,22,8
8365,c_5128,23,2
8366,c_5129,18,11
8367,c_5129,19,2
8368,c_513,64,8
8369,c_5130,47,14
8370,c_5130,48,3
8371,c_5131,66,41
8372,c_5131,67,8
8373,c_5132,29,20
8374,c_5132,30,6
8375,c_5133,29,29
8376,c_5134,39,43
8377,c_5135,53,52
8378,c_5135,54,6
8379,c_5136,63,15
8380,c_5137,49,30
8381,c_5137,50,7
8382,c_5138,25,11
8383,c_5138,26,4
8384,c_5139,21,2
8385,c_514,35,11
8386,c_514,36,9
8387,c_5140,33,19
8388,c_5140,34,4
8389,c_5141,55,15
8390,c_5141,56,1
8391,c_5142,32,5
8392,c_5143,33,114
8393,c_5143,34,26
8394,c_5144,20,16
8395,c_5144,21,5
8396,c_5145,53,31
8397,c_5145,54,10
8398,c_5146,59,34
8399,c_5146,60,10
8400,c_5147,69,18
8401,c_5147,70,11
8402,c_5148,27,10
8403,c_5148,28,3
8404,c_5149,17,7
8405,c_5149,18,2
8406,c_515,21,12
8407,c_515,22,1
8408,c_5150,37,77
8409,c_5150,38,16
8410,c_5151,51,9
8411,c_5151,52,7
8412,c_5152,35,111
8413,c_5152,36,17
8414,c_5153,52,12
8415,c_5153,53,3
8416,c_5154,68,15
8417,c_5154,69,7
8418,c_5155,22,22
8419,c_5155,23,6
8420,c_5156,56,36
8421,c_5156,57,2
8422,c_5157,42,19
8423,c_5158,39,24
8424,c_5159,42,36
8425,c_5159,43,10
8426,c_516,26,5
8427,c_5160,25,24
8428,c_5160,26,1
8429,c_5161,25,6
8430,c_5161,26,1
8431,c_5162,32,80
8432,c_5162,33,16
8433,c_5163,63,37
8434,c_5163,64,12
8435,c_5164,65,28
8436,c_5164,66,11
8437,c_5165,67,29
8438,c_5165,68,8
8439,c_5166,41,65
8440,c_5166,42,13
8441,c_5167,24,14
8442,c_5167,25,9
8443,c_5168,20,10
8444,c_5168,21,4
8445,c_5169,64,23
8446,c_5169,65,8
8447,c_517,52,14
8448,c_517,53,5
8449,c_5170,50,9
8450,c_5170,51,10
8451,c_5171,47,83
8452,c_5171,48,14
8453,c_5172,66,42
8454,c_5172,67,8
8455,c_5173,19,22
8456,c_5173,20,6
8457,c_5174,60,25
8458,c_5174,61,7
8459,c_5175,70,24
8460,c_5175,71,11
8461,c_5176,17,13
8462,c_5176,18,7
8463,c_5177,62,10
8464,c_5177,63,4
8465,c_5178,55,5
8466,c_5178,56,3
8467,c_5179,59,13
8468,c_518,47,19
8469,c_518,48,3
8470,c_5180,34,23
8471,c_5180,35,4
8472,c_5181,59,11
8473,c_5181,60,5
8474,c_5182,66,14
8475,c_5182,67,9
8476,c_5183,28,11
8477,c_5184,65,13
8478,c_5184,66,7
8479,c_5185,28,12
8480,c_5185,29,2
8481,c_5186,24,28
8482,c_5186,25,4
8483,c_5187,51,5
8484,c_5187,52,7
8485,c_5188,30,58
8486,c_5188,31,5
8487,c_5189,37,20
8488,c_5189,38,6
8489,c_519,67,46
8490,c_519,68,10
8491,c_5190,54,31
8492,c_5190,55,7
8493,c_5191,38,18
8494,c_5192,56,22
8495,c_5192,57,6
8496,c_5193,26,10
8497,c_5194,27,31
8498,c_5194,28,2
8499,c_5195,21,13
8500,c_5195,22,4
8501,c_5196,45,56
8502,c_5196,46,5
8503,c_5197,24,5
8504,c_5198,44,124
8505,c_5198,45,9
8506,c_5199,17,16
8507,c_5199,18,4
8508,c_52,62,10
8509,c_52,63,1
8510,c_520,25,22
8511,c_520,26,1
8512,c_5200,62,17
8513,c_5200,63,4
8514,c_5201,37,134
8515,c_5201,38,22
8516,c_5202,84,27
8517,c_5202,85,17
8518,c_5203,19,13
8519,c_5203,20,2
8520,c_5204,40,32
8521,c_5204,41,1
8522,c_5205,50,48
8523,c_5205,51,12
8524,c_5206,39,83
8525,c_5206,40,20
8526,c_5207,24,11
8527,c_5207,25,2
8528,c_5208,73,53
8529,c_5208,74,8
8530,c_5209,27,18
8531,c_5209,28,4
8532,c_521,51,15
8533,c_521,52,6
8534,c_5210,83,12
8535,c_5211,58,36
8536,c_5212,42,136
8537,c_5212,43,13
8538,c_5213,22,21
8539,c_5213,23,7
8540,c_5214,50,11
8541,c_5214,51,3
8542,c_5215,38,68
8543,c_5215,39,11
8544,c_5216,50,35
8545,c_5216,51,5
8546,c_5217,17,30
8547,c_5217,18,4
8548,c_5218,24,10
8549,c_5219,24,5
8550,c_522,46,24
8551,c_522,47,4
8552,c_5220,29,16
8553,c_5220,30,1
8554,c_5221,44,23
8555,c_5221,45,8
8556,c_5222,54,15
8557,c_5222,55,7
8558,c_5224,21,21
8559,c_5224,22,3
8560,c_5225,18,23
8561,c_5225,19,4
8562,c_5226,17,22
8563,c_5226,18,7
8564,c_5227,53,17
8565,c_5227,54,8
8566,c_5228,58,8
8567,c_5228,59,3
8568,c_5229,29,22
8569,c_5229,30,4
8570,c_523,83,10
8571,c_523,84,3
8572,c_5230,24,2
8573,c_5230,25,2
8574,c_5231,49,83
8575,c_5231,50,20
8576,c_5232,31,27
8577,c_5233,17,5
8578,c_5234,55,23
8579,c_5234,56,24
8580,c_5235,29,5
8581,c_5235,30,5
8582,c_5236,48,23
8583,c_5236,49,7
8584,c_5237,22,15
8585,c_5237,23,1
8586,c_5238,39,23
8587,c_5238,40,4
8588,c_5239,31,37
8589,c_5239,32,7
8590,c_524,54,7
8591,c_524,55,10
8592,c_5240,69,8
8593,c_5240,70,5
8594,c_5241,69,9
8595,c_5241,70,1
8596,c_5242,18,5
8597,c_5242,19,4
8598,c_5243,39,11
8599,c_5243,40,2
8600,c_5244,61,44
8601,c_5244,62,10
8602,c_5246,66,36
8603,c_5246,67,8
8604,c_5247,41,80
8605,c_5247,42,22
8606,c_5248,53,10
8607,c_5248,54,1
8608,c_5249,26,5
8609,c_5249,27,1
8610,c_525,37,9
8611,c_525,38,9
8612,c_5250,36,20
8613,c_5251,76,9
8614,c_5251,77,4
8615,c_5252,18,18
8616,c_5253,25,11
8617,c_5254,45,20
8618,c_5255,52,23
8619,c_5255,53,2
8620,c_5256,71,21
8621,c_5256,72,1
8622,c_5257,49,121
8623,c_5257,50,6
8624,c_5258,63,31
8625,c_5258,64,6
8626,c_5259,31,67
8627,c_5259,32,11
8628,c_526,23,5
8629,c_526,24,8
8630,c_5260,33,13
8631,c_5260,34,10
8632,c_5261,43,8
8633,c_5261,44,1
8634,c_5262,72,21
8635,c_5262,73,9
8636,c_5263,23,26
8637,c_5263,24,14
8638,c_5264,71,23
8639,c_5264,72,9
8640,c_5265,64,26
8641,c_5266,71,7
8642,c_5267,22,11
8643,c_5268,66,40
8644,c_5268,67,22
8645,c_5269,57,27
8646,c_5269,58,5
8647,c_527,33,115
8648,c_527,34,32
8649,c_5270,40,86
8650,c_5270,41,21
8651,c_5271,52,30
8652,c_5271,53,9
8653,c_5272,56,4
8654,c_5272,57,3
8655,c_5273,57,13
8656,c_5273,58,5
8657,c_5274,43,72
8658,c_5274,44,13
8659,c_5275,57,15
8660,c_5275,58,2
8661,c_5276,51,56
8662,c_5276,52,16
8663,c_5277,45,84
8664,c_5277,46,5
8665,c_5278,17,23
8666,c_5278,18,9
8667,c_5279,37,125
8668,c_5279,38,29
8669,c_528,32,22
8670,c_528,33,10
8671,c_5280,32,34
8672,c_5280,33,7
8673,c_5281,26,11
8674,c_5282,25,8
8675,c_5283,52,28
8676,c_5283,53,7
8677,c_5284,65,9
8678,c_5285,17,13
8679,c_5285,18,1
8680,c_5286,55,9
8681,c_5286,56,3
8682,c_5287,60,10
8683,c_5288,57,27
8684,c_5288,58,10
8685,c_5289,45,93
8686,c_5289,46,11
8687,c_529,19,3
8688,c_5290,34,14
8689,c_5291,48,63
8690,c_5291,49,26
8691,c_5292,58,12
8692,c_5292,59,6
8693,c_5293,43,12
8694,c_5293,44,6
8695,c_5294,42,49
8696,c_5294,43,4
8697,c_5295,18,35
8698,c_5295,19,2
8699,c_5296,64,28
8700,c_5296,65,2
8701,c_5297,53,9
8702,c_5297,54,8
8703,c_5298,22,11
8704,c_5298,23,1
8705,c_5299,54,27
8706,c_5299,55,4
8707,c_53,56,31
8708,c_53,57,8
8709,c_530,41,27
8710,c_530,42,14
8711,c_5300,64,16
8712,c_5300,65,5
8713,c_5301,35,129
8714,c_5301,36,17
8715,c_5302,92,12
8716,c_5302,93,7
8717,c_5303,19,7
8718,c_5303,20,3
8719,c_5304,24,12
8720,c_5304,25,1
8721,c_5305,33,24
8722,c_5305,34,16
8723,c_5306,18,29
8724,c_5306,19,2
8725,c_5307,41,26
8726,c_5307,42,11
8727,c_5308,52,38
8728,c_5308,53,2
8729,c_5309,23,18
8730,c_5309,24,5
8731,c_531,25,22
8732,c_531,26,5
8733,c_5310,37,68
8734,c_5310,38,7
8735,c_5311,31,48
8736,c_5311,32,4
8737,c_5312,44,33
8738,c_5312,45,4
8739,c_5313,32,82
8740,c_5313,33,9
8741,c_5314,38,79
8742,c_5314,39,9
8743,c_5315,18,4
8744,c_5315,19,1
8745,c_5316,17,15
8746,c_5316,18,6
8747,c_5317,58,4
8748,c_5317,59,3
8749,c_5318,81,15
8750,c_5318,82,6
8751,c_5319,25,20
8752,c_5319,26,9
8753,c_532,39,37
8754,c_532,40,3
8755,c_5320,78,12
8756,c_5321,68,37
8757,c_5321,69,8
8758,c_5322,39,32
8759,c_5322,40,5
8760,c_5323,23,28
8761,c_5323,24,6
8762,c_5324,47,19
8763,c_5324,48,3
8764,c_5325,36,58
8765,c_5325,37,17
8766,c_5326,27,7
8767,c_5326,28,2
8768,c_5327,63,11
8769,c_5327,64,3
8770,c_5328,45,35
8771,c_5328,46,4
8772,c_5329,17,14
8773,c_5329,18,2
8774,c_533,17,3
8775,c_533,18,4
8776,c_5330,31,50
8777,c_5330,32,3
8778,c_5331,58,45
8779,c_5331,59,3
8780,c_5332,50,24
8781,c_5332,51,4
8782,c_5333,24,16
8783,c_5333,25,2
8784,c_5334,75,16
8785,c_5334,76,2
8786,c_5335,44,19
8787,c_5335,45,8
8788,c_5336,53,14
8789,c_5336,54,3
8790,c_5337,51,8
8791,c_5337,52,5
8792,c_5338,58,20
8793,c_5338,59,3
8794,c_5339,17,3
8795,c_534,40,18
8796,c_534,41,6
8797,c_5340,35,31
8798,c_5340,36,19
8799,c_5341,25,6
8800,c_5341,26,2
8801,c_5342,59,12
8802,c_5342,60,7
8803,c_5343,27,6
8804,c_5344,37,62
8805,c_5344,38,8
8806,c_5345,57,28
8807,c_5345,58,4
8808,c_5346,31,105
8809,c_5346,32,8
8810,c_5347,46,33
8811,c_5347,47,1
8812,c_5348,51,2
8813,c_5349,30,28
8814,c_5349,31,6
8815,c_535,17,6
8816,c_5350,23,5
8817,c_5351,58,21
8818,c_5351,59,7
8819,c_5352,43,116
8820,c_5352,44,25
8821,c_5353,17,14
8822,c_5354,52,56
8823,c_5354,53,18
8824,c_5355,58,38
8825,c_5355,59,2
8826,c_5356,48,64
8827,c_5356,49,20
8828,c_5357,31,122
8829,c_5357,32,9
8830,c_5358,42,43
8831,c_5358,43,11
8832,c_5359,39,29
8833,c_5359,40,2
8834,c_536,34,110
8835,c_536,35,20
8836,c_5360,35,44
8837,c_5360,36,4
8838,c_5361,53,27
8839,c_5361,54,4
8840,c_5362,41,114
8841,c_5362,42,17
8842,c_5363,39,33
8843,c_5363,40,11
8844,c_5364,19,13
8845,c_5364,20,2
8846,c_5365,28,18
8847,c_5366,80,44
8848,c_5366,81,16
8849,c_5367,54,55
8850,c_5367,55,6
8851,c_5368,68,8
8852,c_5369,28,11
8853,c_5369,29,2
8854,c_537,37,17
8855,c_537,38,3
8856,c_5370,41,27
8857,c_5370,42,6
8858,c_5371,40,63
8859,c_5371,41,7
8860,c_5372,20,6
8861,c_5372,21,1
8862,c_5373,38,44
8863,c_5373,39,11
8864,c_5374,24,19
8865,c_5374,25,15
8866,c_5375,43,27
8867,c_5375,44,3
8868,c_5376,54,13
8869,c_5377,35,38
8870,c_5377,36,12
8871,c_5378,17,4
8872,c_5378,18,2
8873,c_5379,77,14
8874,c_5379,78,8
8875,c_538,49,30
8876,c_538,50,2
8877,c_5380,47,10
8878,c_5381,65,19
8879,c_5381,66,6
8880,c_5382,26,18
8881,c_5382,27,4
8882,c_5383,74,15
8883,c_5383,75,4
8884,c_5384,20,10
8885,c_5384,21,4
8886,c_5385,51,33
8887,c_5385,52,9
8888,c_5386,44,52
8889,c_5386,45,14
8890,c_5387,65,2
8891,c_5387,66,6
8892,c_5388,71,12
8893,c_5388,72,1
8894,c_5389,33,25
8895,c_5389,34,12
8896,c_539,79,60
8897,c_539,80,24
8898,c_5390,54,11
8899,c_5391,51,3
8900,c_5392,74,41
8901,c_5392,75,7
8902,c_5393,17,8
8903,c_5393,18,6
8904,c_5394,75,19
8905,c_5394,76,7
8906,c_5395,26,18
8907,c_5395,27,12
8908,c_5396,30,24
8909,c_5396,31,8
8910,c_5397,50,6
8911,c_5397,51,5
8912,c_5398,20,6
8913,c_5398,21,1
8914,c_5399,69,25
8915,c_5399,70,1
8916,c_54,35,45
8917,c_54,36,8
8918,c_540,41,3
8919,c_540,42,5
8920,c_5400,55,3
8921,c_5401,37,1
8922,c_5402,48,63
8923,c_5402,49,4
8924,c_5403,52,30
8925,c_5403,53,14
8926,c_5404,39,99
8927,c_5404,40,16
8928,c_5405,47,113
8929,c_5405,48,28
8930,c_5406,69,6
8931,c_5407,50,9
8932,c_5407,51,3
8933,c_5408,42,71
8934,c_5408,43,20
8935,c_5409,82,19
8936,c_5409,83,8
8937,c_541,17,6
8938,c_541,18,1
8939,c_5410,32,29
8940,c_5410,33,2
8941,c_5411,33,56
8942,c_5411,34,24
8943,c_5412,21,10
8944,c_5413,42,75
8945,c_5413,43,15
8946,c_5414,46,24
8947,c_5414,47,10
8948,c_5415,21,9
8949,c_5416,51,50
8950,c_5416,52,7
8951,c_5417,52,15
8952,c_5417,53,6
8953,c_5418,88,19
8954,c_5418,89,5
8955,c_5419,22,2
8956,c_5419,23,1
8957,c_542,66,45
8958,c_542,67,19
8959,c_5420,62,10
8960,c_5420,63,5
8961,c_5421,56,5
8962,c_5422,33,68
8963,c_5422,34,15
8964,c_5423,45,29
8965,c_5423,46,7
8966,c_5424,50,22
8967,c_5424,51,11
8968,c_5425,40,17
8969,c_5425,41,1
8970,c_5426,44,30
8971,c_5426,45,5
8972,c_5427,17,20
8973,c_5427,18,3
8974,c_5428,41,26
8975,c_5428,42,15
8976,c_5429,53,23
8977,c_5429,54,2
8978,c_543,42,35
8979,c_543,43,5
8980,c_5430,36,48
8981,c_5430,37,3
8982,c_5431,28,2
8983,c_5431,29,1
8984,c_5432,88,3
8985,c_5432,89,3
8986,c_5433,40,84
8987,c_5433,41,10
8988,c_5434,56,16
8989,c_5434,57,3
8990,c_5435,52,44
8991,c_5435,53,5
8992,c_5436,17,2
8993,c_5436,18,1
8994,c_5437,48,65
8995,c_5437,49,5
8996,c_5438,56,12
8997,c_5438,57,2
8998,c_5439,66,16
8999,c_5439,67,3
9000,c_544,40,19
9001,c_544,41,5
9002,c_5440,17,12
9003,c_5440,18,1
9004,c_5441,64,46
9005,c_5441,65,17
9006,c_5442,49,14
9007,c_5442,50,4
9008,c_5443,56,9
9009,c_5443,57,5
9010,c_5444,39,55
9011,c_5444,40,14
9012,c_5445,59,6
9013,c_5445,60,14
9014,c_5446,65,52
9015,c_5446,66,7
9016,c_5447,48,24
9017,c_5447,49,12
9018,c_5448,20,12
9019,c_5448,21,3
9020,c_5449,37,124
9021,c_5449,38,33
9022,c_545,49,44
9023,c_545,50,18
9024,c_5450,55,27
9025,c_5450,56,4
9026,c_5451,39,14
9027,c_5451,40,2
9028,c_5452,40,33
9029,c_5452,41,11
9030,c_5453,31,23
9031,c_5453,32,5
9032,c_5454,37,63
9033,c_5454,38,12
9034,c_5455,55,24
9035,c_5455,56,3
9036,c_5456,27,41
9037,c_5457,17,19
9038,c_5457,18,1
9039,c_5458,42,89
9040,c_5458,43,16
9041,c_5459,44,68
9042,c_5459,45,19
9043,c_546,17,18
9044,c_546,18,8
9045,c_5460,69,8
9046,c_5461,47,61
9047,c_5461,48,7
9048,c_5462,57,56
9049,c_5462,58,8
9050,c_5463,22,19
9051,c_5463,23,15
9052,c_5464,28,7
9053,c_5464,29,1
9054,c_5465,33,15
9055,c_5466,47,79
9056,c_5466,48,15
9057,c_5467,29,19
9058,c_5468,29,13
9059,c_5469,61,12
9060,c_5469,62,2
9061,c_547,20,18
9062,c_547,21,2
9063,c_5470,26,6
9064,c_5470,27,2
9065,c_5471,17,16
9066,c_5471,18,1
9067,c_5472,28,6
9068,c_5472,29,1
9069,c_5473,52,18
9070,c_5474,28,17
9071,c_5474,29,7
9072,c_5475,19,9
9073,c_5475,20,3
9074,c_5476,65,11
9075,c_5476,66,3
9076,c_5477,48,47
9077,c_5477,49,9
9078,c_5478,67,23
9079,c_5478,68,2
9080,c_5479,50,44
9081,c_5479,51,5
9082,c_548,71,15
9083,c_548,72,4
9084,c_5480,42,19
9085,c_5480,43,8
9086,c_5481,40,12
9087,c_5481,41,1
9088,c_5482,50,10
9089,c_5482,51,7
9090,c_5483,32,70
9091,c_5483,33,17
9092,c_5484,40,39
9093,c_5484,41,2
9094,c_5485,21,12
9095,c_5485,22,2
9096,c_5486,39,39
9097,c_5486,40,20
9098,c_5487,44,9
9099,c_5487,45,7
9100,c_5488,41,45
9101,c_5488,42,8
9102,c_5489,44,20
9103,c_549,40,61
9104,c_549,41,7
9105,c_5490,32,31
9106,c_5490,33,3
9107,c_5491,52,16
9108,c_5492,35,18
9109,c_5492,36,2
9110,c_5493,53,13
9111,c_5493,54,6
9112,c_5494,51,9
9113,c_5495,58,19
9114,c_5495,59,1
9115,c_5496,45,10
9116,c_5497,32,70
9117,c_5497,33,13
9118,c_5498,51,20
9119,c_5498,52,2
9120,c_5499,22,4
9121,c_5499,23,3
9122,c_55,28,5
9123,c_55,29,5
9124,c_550,52,47
9125,c_550,53,6
9126,c_5500,17,4
9127,c_5500,18,1
9128,c_5501,64,38
9129,c_5501,65,17
9130,c_5502,60,20
9131,c_5502,61,8
9132,c_5503,43,17
9133,c_5503,44,2
9134,c_5504,48,31
9135,c_5504,49,6
9136,c_5505,69,16
9137,c_5505,70,6
9138,c_5506,51,16
9139,c_5506,52,1
9140,c_5507,57,28
9141,c_5507,58,7
9142,c_5508,47,22
9143,c_5508,48,10
9144,c_5509,21,8
9145,c_551,23,5
9146,c_5510,80,33
9147,c_5510,81,4
9148,c_5511,45,63
9149,c_5511,46,9
9150,c_5512,85,42
9151,c_5512,86,10
9152,c_5513,65,10
9153,c_5513,66,6
9154,c_5514,31,48
9155,c_5514,32,16
9156,c_5515,22,3
9157,c_5516,17,14
9158,c_5516,18,4
9159,c_5517,19,26
9160,c_5517,20,5
9161,c_5518,18,12
9162,c_5518,19,1
9163,c_5519,27,19
9164,c_5519,28,2
9165,c_552,52,8
9166,c_552,53,4
9167,c_5520,38,58
9168,c_5520,39,7
9169,c_5521,28,8
9170,c_5521,29,2
9171,c_5522,47,74
9172,c_5522,48,11
9173,c_5523,51,33
9174,c_5523,52,8
9175,c_5524,44,20
9176,c_5524,45,4
9177,c_5525,62,23
9178,c_5525,63,5
9179,c_5526,23,22
9180,c_5526,24,6
9181,c_5527,29,4
9182,c_5527,30,1
9183,c_5528,48,42
9184,c_5528,49,5
9185,c_5529,35,64
9186,c_5529,36,9
9187,c_553,72,20
9188,c_553,73,4
9189,c_5530,64,22
9190,c_5530,65,10
9191,c_5531,33,28
9192,c_5531,34,7
9193,c_5532,68,44
9194,c_5532,69,2
9195,c_5533,56,25
9196,c_5533,57,7
9197,c_5534,33,47
9198,c_5534,34,10
9199,c_5535,49,68
9200,c_5535,50,15
9201,c_5536,49,20
9202,c_5536,50,3
9203,c_5537,44,37
9204,c_5537,45,14
9205,c_5538,25,9
9206,c_5538,26,3
9207,c_5539,53,26
9208,c_5539,54,7
9209,c_554,42,91
9210,c_554,43,45
9211,c_5540,34,20
9212,c_5540,35,3
9213,c_5541,44,13
9214,c_5541,45,6
9215,c_5542,48,28
9216,c_5542,49,7
9217,c_5543,39,22
9218,c_5543,40,3
9219,c_5544,73,42
9220,c_5544,74,12
9221,c_5545,39,118
9222,c_5545,40,28
9223,c_5546,17,18
9224,c_5546,18,7
9225,c_5547,86,7
9226,c_5547,87,2
